"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20081201 ~ 20081231"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"강원도 강릉시 견소동","202","0202","0000","송정한신","84.945","200812","26","7,550","5","1997","경강로2539번길 8"
"강원도 강릉시 견소동","202","0202","0000","송정한신","84.945","200812","29","8,300","6","1997","경강로2539번길 8"
"강원도 강릉시 견소동","202","0202","0000","송정한신","39.08","200812","29","4,000","3","1997","경강로2539번길 8"
"강원도 강릉시 견소동","202","0202","0000","송정한신","59.8","200812","31","6,000","4","1997","경강로2539번길 8"
"강원도 강릉시 견소동","289","0289","0000","송정해변신도브래뉴아파트","59.99","200812","5","8,040","11","2005","경강로2539번길 22"
"강원도 강릉시 견소동","289","0289","0000","송정해변신도브래뉴아파트","84.99","200812","22","14,300","11","2005","경강로2539번길 22"
"강원도 강릉시 교동","1750","1750","0000","교동1주공","84.84","200812","11","12,600","8","1999","가작로 78"
"강원도 강릉시 교동","1750","1750","0000","교동1주공","84.84","200812","16","13,300","3","1999","가작로 78"
"강원도 강릉시 교동","1750","1750","0000","교동1주공","59.89","200812","29","8,570","12","1999","가작로 78"
"강원도 강릉시 교동","1750","1750","0000","교동1주공","49.85","200812","29","6,000","13","1999","가작로 78"
"강원도 강릉시 교동","1767","1767","0000","교동2현대","99.88","200812","22","15,500","8","1999","교동광장로 138-15"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.86","200812","3","8,200","14","2002","교동광장로 138-12"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.74","200812","19","8,400","14","2002","교동광장로 138-12"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.74","200812","29","8,700","12","2002","교동광장로 138-12"
"강원도 강릉시 교동","18-16","0018","0016","교동대림","59.84","200812","13","4,900","1","1997","수리골길17번길 21"
"강원도 강릉시 교동","37-11","0037","0011","교동임대","51.66","200812","22","2,750","2","1987","명륜로 109-4"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","3","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,339","4","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","2","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","3","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","1","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","5","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,339","4","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","3","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","5","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","3","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","3","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","2","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","5","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","3","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","3","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,339","4","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","3","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","5","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","3","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,339","4","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,339","4","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","3","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","3","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","2","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","5","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","1","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","5","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,339","4","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","3","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","5","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","5","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","1","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","1","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","5","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","5","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","3","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","1","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,339","4","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,339","4","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,339","4","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","5","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","2","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","1","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","5","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","1","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,339","4","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","2","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","1","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","3","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","2","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,289","5","1987","율곡로2968번길 26"
"강원도 강릉시 교동","318-4","0318","0004","매화임대","48.6","200812","1","2,389","2","1987","율곡로2968번길 26"
