"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20181101 ~ 20181130"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"강원도 강릉시 견소동","289","0289","0000","송정해변신도브래뉴아파트","59.99","201811","18","16,250","11","2005","경강로2539번길 22"
"강원도 강릉시 견소동","289","0289","0000","송정해변신도브래뉴아파트","59.99","201811","24","17,500","9","2005","경강로2539번길 23"
"강원도 강릉시 견소동","289","0289","0000","송정해변신도브래뉴아파트","59.99","201811","28","17,500","11","2005","경강로2539번길 23"
"강원도 강릉시 교동","1982","1982","0000","강릉교동롯데캐슬1단지","135.1727","201811","1","35,000","7","2009","화부산로99번길 12"
"강원도 강릉시 교동","1982","1982","0000","강릉교동롯데캐슬1단지","163.9852","201811","26","41,000","13","2009","화부산로99번길 12"
"강원도 강릉시 교동","1035-1","1035","0001","강릉빌라트","159.36","201811","27","23,000","9","1993","화부산로 27"
"강원도 강릉시 교동","1750","1750","0000","교동1주공","49.85","201811","1","12,200","10","1999","가작로 78"
"강원도 강릉시 교동","1750","1750","0000","교동1주공","59.89","201811","16","15,500","4","1999","가작로 78"
"강원도 강릉시 교동","1750","1750","0000","교동1주공","84.84","201811","23","18,500","2","1999","가작로 78"
"강원도 강릉시 교동","1750","1750","0000","교동1주공","59.89","201811","29","12,000","2","1999","가작로 78"
