"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20191001 ~ 20191031"
"실거래구분 : 분양입주권(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","단지명","전용면적(㎡)","거래금액(만원)","층","계약년월","계약일","분/입구분"
"강원도 강릉시 내곡동","296-1","강릉 블루밍 더 베스트","59.96","19,980","8","201910","11","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","84.9522","27,699","5","201910","10","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","75.9722","25,044","13","201910","12","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","109.495","38,523","14","201910","19","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","84.9522","27,116","13","201910","21","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","75.9722","25,246","13","201910","24","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","84.9522","27,416","6","201910","25","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","109.495","37,472","13","201910","25","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","84.9522","27,566","8","201910","25","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","27,377","13","201910","1","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","29,211","8","201910","1","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","30,500","13","201910","2","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","23,740","1","201910","3","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","30,926","15","201910","4","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","26,650","1","201910","4","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","31,464","17","201910","4","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","29,010","5","201910","4","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","29,800","6","201910","5","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","25,237","2","201910","9","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,138","4","201910","9","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","27,895","2","201910","9","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","29,826","9","201910","11","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","29,551","12","201910","11","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","30,756","9","201910","12","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","30,228","10","201910","12","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","29,838","5","201910","12","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","29,410","8","201910","16","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","30,513","9","201910","16","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","26,940","9","201910","18","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","29,310","13","201910","21","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,946","2","201910","21","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","27,570","2","201910","22","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","30,112","6","201910","23","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","31,114","15","201910","24","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","27,264","2","201910","25","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","30,740","8","201910","26","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","26,226","1","201910","26","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","25,440","3","201910","29","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,110","4","201910","30","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","30,300","8","201910","30","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","26,940","9","201910","30","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","30,710","14","201910","30","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","26,226","1","201910","31","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","29,556","7","201910","31","입"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","29,506","5","201910","31","분"
"강원도 강릉시 유천동","BL-S-1","강릉유천 S-1 유승한내들 더퍼스트","84.3187","32,511","38","201910","2","분"
