"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200701 ~ 20200731"
"실거래구분 : 분양입주권(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","단지명","전용면적(㎡)","거래금액(만원)","층","계약년월","계약일","분/입구분"
"강원도 강릉시 송정동","1065","강릉 송정 신원아침도시","75.9722","26,844","5","202007","7","분"
"강원도 강릉시 송정동","1065","강릉 송정 신원아침도시","75.9722","24,450","5","202007","8","분"
"강원도 강릉시 송정동","1065","강릉 송정 신원아침도시","84.9522","31,691","5","202007","9","분"
"강원도 강릉시 송정동","1065","강릉 송정 신원아침도시","84.9522","29,116","3","202007","17","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","75.9722","25,644","12","202007","6","분"
"강원도 강릉시 유천동","BL-S-1","강릉유천 S-1 유승한내들 더퍼스트","84.3187","41,624","37","202007","3","분"
"강원도 강릉시 유천동","BL-S-1","강릉유천 S-1 유승한내들 더퍼스트","96.3359","39,892","27","202007","7","분"
"강원도 강릉시 유천동","418-5","강릉유천 더 테라스 아리스타","84.7242","34,834","2","202007","3","분"
"강원도 강릉시 유천동","418-5","강릉유천 더 테라스 아리스타","84.899","36,062","1","202007","7","분"
"강원도 강릉시 유천동","793","강릉유천 더 테라스 아리스타","55.668","25,124","2","202007","10","분"
"강원도 강릉시 주문진읍 교항리","21","강릉 주문진 서희스타힐스","59.8411","16,625","10","202007","6","분"
"강원도 강릉시 주문진읍 교항리","21","강릉 주문진 서희스타힐스","76.711","20,801","19","202007","6","분"
"강원도 강릉시 주문진읍 교항리","21","강릉 주문진 서희스타힐스","74.934","21,021","15","202007","7","분"
"강원도 강릉시 주문진읍 교항리","21","강릉 주문진 서희스타힐스","59.8411","16,625","6","202007","9","분"
"강원도 고성군 토성면 봉포리","271-1","고성 봉포 코아루 오션비치","63.8634","21,470","15","202007","3","분"
"강원도 고성군 토성면 봉포리","271-1","고성 봉포 코아루 오션비치","84.6702","29,208","5","202007","8","분"
"강원도 고성군 토성면 봉포리","271-1","고성 봉포 코아루 오션비치","84.6702","28,650","14","202007","9","분"
"강원도 고성군 토성면 봉포리","381","봉포스위트엠오션파크","80.4353","23,350","20","202007","3","분"
