"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20180301 ~ 20180331"
"실거래구분 : 분양입주권(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","단지명","전용면적(㎡)","거래금액(만원)","층","계약년월","계약일","분/입구분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","75.9722","24,844","17","201803","9","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","84.9522","27,304","17","201803","9","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","84.9522","27,416","17","201803","9","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","75.9722","24,544","16","201803","12","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","75.9722","24,844","9","201803","14","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","109.495","37,272","8","201803","14","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","84.9522","27,499","15","201803","23","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","109.495","37,372","14","201803","23","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","84.9522","27,268","18","201803","23","분"
"강원도 강릉시 송정동","1028","강릉 송정동 신원 아침도시","84.9522","27,566","17","201803","26","분"
"강원도 강릉시 송정동","156-4","강릉 송정동 한신 더휴","84.9955","25,856","10","201803","2","분"
"강원도 강릉시 송정동","156-4","강릉 송정동 한신 더휴","84.961","25,436","14","201803","2","분"
"강원도 강릉시 송정동","156-4","강릉 송정동 한신 더휴","84.8863","26,122","13","201803","3","분"
"강원도 강릉시 송정동","156-4","강릉 송정동 한신 더휴","84.8863","26,807","14","201803","12","분"
"강원도 강릉시 송정동","156-4","강릉 송정동 한신 더휴","84.961","26,936","14","201803","29","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,380","6","201803","6","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","26,850","3","201803","6","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","29,310","12","201803","6","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,300","12","201803","8","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,850","19","201803","9","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,350","8","201803","10","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","25,800","7","201803","13","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,100","7","201803","15","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","26,200","20","201803","15","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","25,800","2","201803","16","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","27,000","19","201803","17","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","25,800","9","201803","19","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,300","9","201803","19","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","26,050","14","201803","19","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","29,200","16","201803","19","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,700","13","201803","19","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","81.47","27,040","20","201803","20","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","117.69","39,500","16","201803","20","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","26,000","2","201803","20","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","25,800","5","201803","21","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","27,300","4","201803","21","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","25,800","11","201803","21","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","105.82","33,800","8","201803","21","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","25,910","1","201803","21","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","26,100","17","201803","21","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,100","10","201803","22","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,850","18","201803","22","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,500","11","201803","22","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,400","14","201803","23","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","25,800","13","201803","24","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","26,100","14","201803","24","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,100","5","201803","28","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","75.98","25,800","8","201803","29","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,950","16","201803","29","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","27,700","4","201803","29","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,950","15","201803","29","분"
"강원도 강릉시 송정동","산103","강릉 아이파크","84.93","28,400","11","201803","31","분"
"강원도 강릉시 입암동","545-2","입암동 강변 코아루 오투리움","59.986","18,527","10","201803","5","분"
"강원도 강릉시 입암동","545-2","입암동 강변 코아루 오투리움","59.986","18,477","10","201803","22","분"
"강원도 강릉시 입암동","545-2","입암동 강변 코아루 오투리움","59.986","18,577","9","201803","31","분"
"강원도 강릉시 주문진읍 주문리","329-19","강릉 주문진 풍림아이원 하버뷰","65.67","19,635","17","201803","2","분"
"강원도 강릉시 주문진읍 주문리","329-19","강릉 주문진 풍림아이원 하버뷰","59.45","17,258","10","201803","15","분"
"강원도 강릉시 홍제동","1044","강릉유천 A-2블록 공공분양","59.98","18,192","17","201803","2","분"
"강원도 강릉시 홍제동","1044","강릉유천 A-2블록 공공분양","59.78","20,532","13","201803","5","분"
"강원도 강릉시 홍제동","1044","강릉유천 A-2블록 공공분양","59.78","18,182","8","201803","9","분"
"강원도 강릉시 홍제동","1044","강릉유천 A-2블록 공공분양","59.98","17,182","1","201803","10","분"
"강원도 강릉시 홍제동","1044","강릉유천 A-2블록 공공분양","59.98","20,592","10","201803","15","분"
"강원도 강릉시 홍제동","1044","강릉유천 A-2블록 공공분양","59.98","17,942","11","201803","16","분"
"강원도 강릉시 홍제동","1044","강릉유천 A-2블록 공공분양","59.98","17,482","1","201803","18","분"
"강원도 강릉시 홍제동","1044","강릉유천 A-2블록 공공분양","59.78","19,932","14","201803","20","분"
"강원도 강릉시 홍제동","1044","강릉유천 A-2블록 공공분양","59.95","17,891","4","201803","23","분"
