"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20190401 ~ 20190430"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"강원도 강릉시 견소동","202","0202","0000","송정한신","43.38","201904","8","8,700","6","1997","경강로2539번길 8"
"강원도 강릉시 견소동","202","0202","0000","송정한신","59.8","201904","11","10,000","2","1997","경강로2539번길 8"
"강원도 강릉시 견소동","202","0202","0000","송정한신","59.8","201904","17","10,500","2","1997","경강로2539번길 8"
"강원도 강릉시 견소동","289","0289","0000","송정해변신도브래뉴아파트","59.99","201904","2","17,000","15","2005","경강로2539번길 22"
"강원도 강릉시 교동","1982","1982","0000","강릉교동롯데캐슬1단지","163.9852","201904","2","43,500","10","2009","화부산로99번길 12"
"강원도 강릉시 교동","1983","1983","0000","강릉교동롯데캐슬2단지","118.0686","201904","26","33,300","15","2009","화부산로111번길 24"
"강원도 강릉시 교동","1750","1750","0000","교동1주공","84.84","201904","1","19,500","8","1999","가작로 78"
"강원도 강릉시 교동","1750","1750","0000","교동1주공","59.89","201904","8","14,400","7","1999","가작로 78"
"강원도 강릉시 교동","1750","1750","0000","교동1주공","84.84","201904","8","18,700","5","1999","가작로 78"
"강원도 강릉시 교동","1750","1750","0000","교동1주공","59.89","201904","11","14,800","4","1999","가작로 78"
"강원도 강릉시 교동","1750","1750","0000","교동1주공","84.84","201904","13","18,000","11","1999","가작로 78"
"강원도 강릉시 교동","1750","1750","0000","교동1주공","84.84","201904","17","21,000","12","1999","가작로 78"
"강원도 강릉시 교동","1767","1767","0000","교동2현대","99.98","201904","3","25,700","10","1999","교동광장로 138-15"
"강원도 강릉시 교동","1767","1767","0000","교동2현대","84.97","201904","18","22,200","9","1999","교동광장로 138-15"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.74","201904","1","16,400","2","2002","교동광장로 138-12"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.84","201904","4","16,500","7","2002","교동광장로 138-12"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.74","201904","15","16,600","12","2002","교동광장로 138-12"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.74","201904","15","16,000","15","2002","교동광장로 138-12"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.74","201904","16","16,800","13","2002","교동광장로 138-12"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.74","201904","16","16,300","14","2002","교동광장로 138-12"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.86","201904","19","15,400","3","2002","교동광장로 138-12"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.74","201904","29","17,150","10","2002","교동광장로 138-12"
"강원도 강릉시 교동","357","0357","0000","교동이-편한세상","84.7155","201904","30","25,000","3","2006","종합운동장길 92"
"강원도 강릉시 교동","758-17","0758","0017","금강아파트","68.99","201904","12","3,000","4","1982","율곡로2953번길 21"
"강원도 강릉시 교동","1780","1780","0000","부영3차","84.93","201904","6","19,100","1","2001","하슬라로 124"
"강원도 강릉시 교동","1762","1762","0000","부영5","84.93","201904","4","20,400","11","2001","교동광장로 163"
"강원도 강릉시 교동","1775","1775","0000","부영6","84.9763","201904","2","19,500","7","2003","정원로 53-9"
"강원도 강릉시 교동","1775","1775","0000","부영6","84.9763","201904","26","20,100","1","2003","정원로 53-9"
"강원도 강릉시 교동","1034","1034","0000","정아타워맨션","84.95","201904","17","13,000","6","1992","화부산로 29"
"강원도 강릉시 교동","46-1","0046","0001","한신","84.98","201904","19","15,900","8","1997","명륜로 95-7"
"강원도 강릉시 교동","1759","1759","0000","현대하이빌","122.74","201904","30","28,200","11","1999","원대로128번길 14"
"강원도 강릉시 남문동","183-2","0183","0002","삼익그린맨션","164.754","201904","10","17,500","9","1992","홍제로 7-17"
"강원도 강릉시 내곡동","616","0616","0000","강부2","24.795","201904","1","3,400","4","1988","관대길 63"
"강원도 강릉시 내곡동","127","0127","0000","남산삼익","58.74","201904","20","7,950","4","1993","남부로125번길 37"
"강원도 강릉시 내곡동","469","0469","0000","내곡동현대","84.99","201904","1","16,300","12","1998","범일로 645"
"강원도 강릉시 내곡동","469","0469","0000","내곡동현대","84.99","201904","5","14,800","10","1998","범일로 645"
"강원도 강릉시 내곡동","469","0469","0000","내곡동현대","59.84","201904","18","11,500","4","1998","범일로 645"
"강원도 강릉시 내곡동","469","0469","0000","내곡동현대","84.99","201904","26","15,700","13","1998","범일로 645"
"강원도 강릉시 내곡동","469","0469","0000","내곡동현대","59.84","201904","26","12,000","10","1998","범일로 645"
"강원도 강릉시 내곡동","469","0469","0000","내곡동현대","84.99","201904","29","14,900","10","1998","범일로 645"
"강원도 강릉시 내곡동","623","0623","0000","내곡주공","46.68","201904","1","6,600","2","1989","관대길16번길 6"
"강원도 강릉시 내곡동","623","0623","0000","내곡주공","39.3","201904","8","7,100","3","1989","관대길16번길 6"
"강원도 강릉시 내곡동","476","0476","0000","내곡한라","59.97","201904","4","10,700","3","1997","강변로 114"
"강원도 강릉시 내곡동","476","0476","0000","내곡한라","59.97","201904","5","11,100","14","1997","강변로 114"
"강원도 강릉시 내곡동","476","0476","0000","내곡한라","59.97","201904","8","12,300","7","1997","강변로 114"
"강원도 강릉시 내곡동","476","0476","0000","내곡한라","59.97","201904","19","12,000","14","1997","강변로 114"
"강원도 강릉시 내곡동","476","0476","0000","내곡한라","84.95","201904","23","14,000","1","1997","강변로 114"
"강원도 강릉시 내곡동","756","0756","0000","석미모닝파크","84.3","201904","13","16,600","8","2008","남산초교길11번길 12-5"
"강원도 강릉시 노암동","618-1","0618","0001","고합","32.04","201904","4","4,500","10","1996","남부로125번길 23"
"강원도 강릉시 노암동","835","0835","0000","노암2주공","59.3","201904","25","7,000","3","1984","노가니남길 25"
"강원도 강릉시 노암동","605","0605","0000","노암3한라","59.994","201904","3","10,000","6","2000","남부로125번길 7"
"강원도 강릉시 노암동","605","0605","0000","노암3한라","74.64","201904","15","13,000","13","2000","남부로125번길 7"
"강원도 강릉시 노암동","605","0605","0000","노암3한라","74.64","201904","18","12,500","11","2000","남부로125번길 7"
"강원도 강릉시 노암동","610","0610","0000","노암남산현대","84.99","201904","9","13,500","12","1998","남부로125번길 11"
"강원도 강릉시 노암동","610","0610","0000","노암남산현대","84.99","201904","26","15,200","8","1998","남부로125번길 11"
"강원도 강릉시 노암동","319","0319","0000","노암대목","84.93","201904","29","5,500","5","1992","노암길41번길 7"
"강원도 강릉시 노암동","367","0367","0000","노암영진","49.815","201904","16","7,400","2","1993","노암등길46번길 11"
"강원도 강릉시 노암동","390","0390","0000","노암한라","59.976","201904","11","9,000","7","1994","노암길42번길 28"
"강원도 강릉시 노암동","661","0661","0000","범아","52.7","201904","1","5,600","5","1980","임영로25번길 3-6"
"강원도 강릉시 노암동","397","0397","0000","서일","31.08","201904","15","4,000","2","1988","노암길42번길 20"
"강원도 강릉시 노암동","711","0711","0000","신화","84.954","201904","15","14,900","15","1998","강변로 270"
"강원도 강릉시 노암동","711","0711","0000","신화","84.954","201904","30","14,650","15","1998","강변로 270"
"강원도 강릉시 노암동","844","0844","0000","양우내안애","114.6085","201904","23","20,500","2","2009","강변로 328-8"
"강원도 강릉시 노암동","679-1","0679","0001","영진3","59.67","201904","22","7,900","6","1996","임영로26번길 10"
"강원도 강릉시 노암동","385","0385","0000","한라2","55.483","201904","8","8,000","3","1995","남부로191번길 21"
"강원도 강릉시 노암동","245-5","0245","0005","현대","84.945","201904","18","13,300","6","1992","율곡로 2733"
"강원도 강릉시 송정동","1061","1061","0000","경포대신도브래뉴로얄카운티","155.837","201904","6","55,800","12","2007","해안로 93-8"
"강원도 강릉시 송정동","1061","1061","0000","경포대신도브래뉴로얄카운티","155.416","201904","9","54,000","8","2007","해안로 93-8"
"강원도 강릉시 송정동","940-3","0940","0003","고려2","74.35","201904","17","10,400","5","1991","남강초교2길 43"
"강원도 강릉시 송정동","940-23","0940","0023","대림맨션","135.38","201904","24","18,000","10","1991","남강초교2길 44"
"강원도 강릉시 송정동","940","0940","0000","삼우은성","72.86","201904","1","12,700","11","1992","남강초교1길 55"
"강원도 강릉시 송정동","940","0940","0000","삼우은성","84.96","201904","22","14,500","5","1992","남강초교1길 55"
"강원도 강릉시 송정동","940","0940","0000","삼우은성","84.96","201904","30","13,000","2","1992","남강초교1길 55"
"강원도 강릉시 송정동","39-10","0039","0010","삼익비치맨션","84.544","201904","1","12,500","8","1992","해안로 107"
"강원도 강릉시 송정동","39-10","0039","0010","삼익비치맨션","84.544","201904","8","12,000","8","1992","해안로 107"
"강원도 강릉시 송정동","39-10","0039","0010","삼익비치맨션","84.544","201904","30","12,500","3","1992","해안로 107"
"강원도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","43.2","201904","29","6,200","4","1999","연주로 132"
"강원도 강릉시 연곡면 영진리","11","0011","0000","영진부영1","59.987","201904","11","13,000","6","2005","영진3길 38"
"강원도 강릉시 연곡면 영진리","11","0011","0000","영진부영1","59.987","201904","15","13,000","7","2005","영진3길 38"
"강원도 강릉시 연곡면 영진리","12","0012","0000","영진부영2","59.987","201904","22","11,000","3","2005","영진3길 43"
"강원도 강릉시 연곡면 영진리","380","0380","0000","영진부영3","84.9157","201904","5","29,500","9","2008","영진3길 15"
"강원도 강릉시 연곡면 영진리","380","0380","0000","영진부영3","84.9157","201904","23","20,000","6","2008","영진3길 15"
"강원도 강릉시 입암동","501","0501","0000","강동3","47.37","201904","20","5,300","3","1993","강변로410번길 35"
"강원도 강릉시 입암동","503-7","0503","0007","강동4차","26.3","201904","29","2,850","3","1992","강변로410번길 38"
"강원도 강릉시 입암동","711","0711","0000","강릉더샵","84.94","201904","9","23,700","7","2014","입암로29번길 11"
"강원도 강릉시 입암동","711","0711","0000","강릉더샵","84.94","201904","11","21,300","2","2014","입암로29번길 11"
"강원도 강릉시 입암동","711","0711","0000","강릉더샵","84.93","201904","15","23,300","6","2014","입암로29번길 11"
"강원도 강릉시 입암동","711","0711","0000","강릉더샵","84.94","201904","17","22,700","3","2014","입암로29번길 11"
"강원도 강릉시 입암동","321","0321","0000","강릉입암동금호어울림","84.77","201904","1","21,500","4","2007","성덕로 328-15"
"강원도 강릉시 입암동","321","0321","0000","강릉입암동금호어울림","84.96","201904","16","21,500","2","2007","성덕로 328-15"
"강원도 강릉시 입암동","321","0321","0000","강릉입암동금호어울림","84.96","201904","19","21,900","2","2007","성덕로 328-15"
"강원도 강릉시 입암동","321","0321","0000","강릉입암동금호어울림","123.65","201904","29","27,500","13","2007","성덕로 328-15"
"강원도 강릉시 입암동","321","0321","0000","강릉입암동금호어울림","123.65","201904","29","28,500","15","2007","성덕로 328-15"
"강원도 강릉시 입암동","650-3","0650","0003","강변","56.62","201904","15","5,000","5","1984","강중길 13"
"강원도 강릉시 입암동","543-3","0543","0003","에버그린","59.85","201904","5","8,500","8","2000","강변로440번길 30"
"강원도 강릉시 입암동","543-3","0543","0003","에버그린","59.85","201904","6","7,000","6","2000","강변로440번길 30"
"강원도 강릉시 입암동","543-3","0543","0003","에버그린","59.85","201904","9","8,800","9","2000","강변로440번길 30"
"강원도 강릉시 입암동","543-3","0543","0003","에버그린","59.85","201904","30","7,600","2","2000","강변로440번길 30"
"강원도 강릉시 입암동","210","0210","0000","이안강릉타운","84.7","201904","8","21,500","15","2006","성덕로 316-22"
"강원도 강릉시 입암동","49","0049","0000","입암2주공","39.69","201904","10","5,000","5","1990","강변로 508"
"강원도 강릉시 입암동","685","0685","0000","입암4주공","59.8","201904","2","10,500","7","1996","성덕포남로 89"
"강원도 강릉시 입암동","685","0685","0000","입암5주공","49.97","201904","10","9,100","11","1996","성덕포남로 89-17"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","59.99","201904","1","9,000","5","1998","성덕포남로 39"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","59.99","201904","6","11,200","14","1998","성덕포남로 39"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","59.99","201904","9","10,000","12","1998","성덕포남로 39"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","59.99","201904","11","9,400","6","1998","성덕포남로 39"
