"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20170101 ~ 20170131"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"강원도 강릉시 견소동","202","0202","0000","송정한신","59.8","201701","10","12,400","8","1997","경강로2539번길 8"
"강원도 강릉시 견소동","289","0289","0000","송정해변신도브래뉴아파트","84.99","201701","3","23,000","13","2005","경강로2539번길 22"
"강원도 강릉시 견소동","289","0289","0000","송정해변신도브래뉴아파트","59.99","201701","4","15,800","9","2005","경강로2539번길 22"
"강원도 강릉시 견소동","289","0289","0000","송정해변신도브래뉴아파트","59.99","201701","21","14,000","1","2005","경강로2539번길 22"
"강원도 강릉시 교동","1983","1983","0000","강릉교동롯데캐슬2단지","84.9855","201701","5","27,250","11","2009","화부산로111번길 24"
"강원도 강릉시 교동","1750","1750","0000","교동1주공","59.89","201701","23","15,500","2","1999","가작로 78"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.86","201701","10","16,700","7","2002","교동광장로 138-12"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.86","201701","13","16,800","11","2002","교동광장로 138-12"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.74","201701","17","17,400","8","2002","교동광장로 138-12"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.86","201701","19","16,000","2","2002","교동광장로 138-12"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.86","201701","31","16,600","3","2002","교동광장로 138-12"
"강원도 강릉시 교동","357","0357","0000","교동이-편한세상","84.7155","201701","31","24,350","8","2006","종합운동장길 92"
"강원도 강릉시 교동","1780","1780","0000","부영3차","84.93","201701","6","17,600","2","2001","하슬라로 124"
"강원도 강릉시 교동","1762","1762","0000","부영5","84.93","201701","7","20,500","7","2001","교동광장로 163"
"강원도 강릉시 교동","1762","1762","0000","부영5","84.93","201701","31","20,000","11","2001","원대로 112"
"강원도 강릉시 교동","1775","1775","0000","부영6","59.987","201701","2","16,400","12","2003","정원로 53-9"
"강원도 강릉시 교동","46-1","0046","0001","한신","84.98","201701","4","14,700","13","1997","명륜로 95-7"
"강원도 강릉시 교동","46-1","0046","0001","한신","84.98","201701","9","13,500","6","1997","명륜로 95-7"
"강원도 강릉시 교동","46-1","0046","0001","한신","84.98","201701","19","16,000","15","1997","명륜로 95-7"
"강원도 강릉시 교동","1759","1759","0000","현대하이빌","122.74","201701","3","24,100","1","1999","원대로128번길 14"
"강원도 강릉시 남문동","183-2","0183","0002","삼익그린맨션","127.311","201701","6","17,800","11","1992","홍제로 7-17"
"강원도 강릉시 내곡동","616","0616","0000","강부2","41.18","201701","14","5,000","4","1988","관대길 63"
"강원도 강릉시 내곡동","616","0616","0000","강부2","41.18","201701","22","5,000","4","1988","관대길 63"
"강원도 강릉시 내곡동","75-1","0075","0001","관동2","49.94","201701","23","5,850","2","1992","남산초교길12번길 11"
"강원도 강릉시 내곡동","469","0469","0000","내곡동현대","84.99","201701","3","15,800","14","1998","범일로 645"
"강원도 강릉시 내곡동","469","0469","0000","내곡동현대","84.99","201701","29","15,200","17","1998","범일로 645"
"강원도 강릉시 내곡동","623","0623","0000","내곡주공","39.69","201701","2","4,000","2","1989","관대길16번길 6"
"강원도 강릉시 내곡동","623","0623","0000","내곡주공","39.3","201701","14","5,250","5","1989","관대길16번길 6"
"강원도 강릉시 내곡동","623","0623","0000","내곡주공","39.3","201701","26","6,000","2","1989","관대길16번길 6"
"강원도 강릉시 내곡동","476","0476","0000","내곡한라","59.97","201701","4","12,200","6","1997","강변로 114"
"강원도 강릉시 내곡동","476","0476","0000","내곡한라","59.97","201701","9","10,500","9","1997","강변로 114"
"강원도 강릉시 내곡동","476","0476","0000","내곡한라","59.97","201701","10","11,600","8","1997","강변로 114"
"강원도 강릉시 내곡동","476","0476","0000","내곡한라","84.95","201701","16","17,000","13","1997","강변로 114"
"강원도 강릉시 내곡동","476","0476","0000","내곡한라","59.97","201701","18","12,200","17","1997","강변로 114"
"강원도 강릉시 노암동","618-1","0618","0001","고합","43.38","201701","1","6,300","8","1996","남부로125번길 23"
"강원도 강릉시 노암동","835","0835","0000","노암2주공","49.22","201701","18","6,300","3","1984","노가니남길 25"
"강원도 강릉시 노암동","605","0605","0000","노암3한라","59.994","201701","16","10,900","4","2000","남부로125번길 7"
"강원도 강릉시 노암동","610","0610","0000","노암남산현대","84.99","201701","6","14,400","6","1998","남부로125번길 11"
"강원도 강릉시 노암동","610","0610","0000","노암남산현대","59.84","201701","16","10,800","1","1998","남부로125번길 11"
"강원도 강릉시 노암동","610","0610","0000","노암남산현대","84.99","201701","24","15,600","7","1998","남부로125번길 11"
"강원도 강릉시 노암동","390","0390","0000","노암한라","59.976","201701","4","9,350","9","1994","노암길42번길 28"
"강원도 강릉시 노암동","661","0661","0000","범아","71.66","201701","9","5,200","4","1980","임영로25번길 3-6"
"강원도 강릉시 노암동","711","0711","0000","신화","59.944","201701","7","12,500","11","1998","강변로 270"
"강원도 강릉시 노암동","711","0711","0000","신화","44.64","201701","12","8,700","3","1998","강변로 270"
"강원도 강릉시 노암동","711","0711","0000","신화","59.944","201701","16","12,200","14","1998","강변로 270"
"강원도 강릉시 노암동","711","0711","0000","신화","44.64","201701","17","9,000","10","1998","강변로 270"
"강원도 강릉시 노암동","844","0844","0000","양우내안애","84.4413","201701","30","21,000","6","2009","강변로 328-8"
"강원도 강릉시 노암동","245-5","0245","0005","현대","84.945","201701","19","10,500","7","1992","율곡로 2733"
"강원도 강릉시 송정동","1061","1061","0000","경포대신도브래뉴로얄카운티","155.837","201701","9","36,000","15","2007","해안로 93-8"
"강원도 강릉시 송정동","940-3","0940","0003","고려2","84.97","201701","9","15,000","12","1991","남강초교2길 43"
"강원도 강릉시 송정동","940-23","0940","0023","대림맨션","84.99","201701","12","15,700","7","1991","남강초교2길 44"
"강원도 강릉시 송정동","940","0940","0000","삼우은성","72.86","201701","11","12,100","6","1992","남강초교1길 55"
"강원도 강릉시 송정동","940","0940","0000","삼우은성","72.86","201701","17","13,100","11","1992","남강초교1길 55"
"강원도 강릉시 송정동","14-8","0014","0008","해변소라","49.68","201701","13","5,200","5","1988","팔송길18번길 17"
"강원도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","43.2","201701","2","7,200","9","1999","연주로 132"
"강원도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","43.2","201701","6","6,500","11","1999","연주로 132"
"강원도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","30.24","201701","7","4,600","13","1999","연주로 132"
"강원도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","30.24","201701","16","4,400","3","1999","연주로 132"
"강원도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","30.24","201701","20","4,200","4","1999","연주로 132"
"강원도 강릉시 연곡면 영진리","12","0012","0000","영진부영2","59.987","201701","2","9,578","7","2005","영진3길 43"
"강원도 강릉시 연곡면 영진리","12","0012","0000","영진부영2","59.987","201701","5","9,700","9","2005","영진3길 43"
"강원도 강릉시 연곡면 영진리","12","0012","0000","영진부영2","59.987","201701","24","9,900","6","2005","영진3길 43"
"강원도 강릉시 입암동","711","0711","0000","강릉더샵","84.94","201701","8","23,800","3","2014","입암로29번길 11"
"강원도 강릉시 입암동","711","0711","0000","강릉더샵","84.94","201701","9","23,700","3","2014","입암로29번길 11"
